1	7
2	0
4	27
5	1
6	1
7	4
8	0
9	10
10	9
12	3
13	1
14	1
15	55
16	0
17	0
18	26
19	20
20	24
21	3
22	31
23	3
24	0
25	0
26	3
27	0
28	0
29	10
30	1
31	2
32	3
33	0
34	5
35	10
36	0
37	0
38	0
39	2
40	0
41	5
42	0
43	2
44	3
45	0
46	0
47	0
48	3
49	44
50	5
51	0
52	71
53	1
54	2
55	0
56	17
57	4
58	11
59	0
60	1
61	18
62	15
63	5
64	8
65	11
66	30
67	315
68	5
69	0
70	0
71	28
72	1
73	15
74	4
76	14
77	3
78	26
79	8
80	8
81	3
82	64
83	1
84	8
85	4
86	10
87	11
88	3
89	0
90	4
91	12
92	11
93	0
94	5
95	13
96	4
97	1
98	8
99	0
100	2
101	0
102	4
103	18
104	6
105	0
106	0
107	0
108	0
109	15
110	4
111	1
112	65
113	1
114	0
115	0
116	5
117	33
118	4
119	1
120	0
121	6
122	6
123	2
124	1
125	16
126	4
128	15
129	0
130	34
131	1
132	2
133	16
134	27
135	36
136	2
137	91
138	4
139	0
140	20
141	8
142	9
143	10
144	143
145	20
146	0
147	3
148	3
149	1
150	139
151	0
152	6
153	3
154	15
155	6
156	1
157	3
158	0
159	28
160	3
161	5
162	16
163	6
164	28
165	0
166	0
167	9
168	2
169	4
170	4
171	358
172	6
173	0
174	1
175	0
176	57
177	13
178	3
179	3
180	0
181	1
182	0
183	3
184	0
185	15
186	7
187	1
188	1
189	0
190	4
191	5
192	2
193	1
194	17
195	2
196	5
197	3
198	4
199	7
200	4
201	38
202	315
203	2
204	1
205	6
206	4
207	0
208	0
209	0
210	0
211	9
212	49
213	2
215	9
216	23
217	0
218	0
219	2
220	2
221	0
222	30
223	0
224	0
225	7
226	0
227	111
228	0
229	14
230	13
231	2
232	2
233	10
234	49
235	0
236	9
237	5
238	1
239	4
240	12
241	13
242	0
243	0
244	1
246	65
247	1
248	0
249	0
250	6
251	88
252	0
253	6
254	41
255	8
256	0
257	53
258	0
259	12
260	0
261	5
262	0
263	7
264	2
265	5
266	2
267	25
268	0
269	10
270	11
271	2
272	0
273	8
274	3
275	1
276	3
277	0
278	68
279	4
280	2
281	3
282	18
283	1
284	11
285	2
286	2
287	22
288	2
289	7
290	17
291	0
292	0
293	1
294	7
295	0
296	21
297	23
298	40
299	0
300	0
301	70
302	2
303	2
304	0
305	156
306	49
307	0
308	28
309	1
310	0
311	6
312	1
313	1
314	1
315	25
316	120
317	51
318	44
319	9
320	21
321	1
322	7
323	26
324	2
325	4
326	25
327	22
328	3
329	3
331	17
332	1
333	97
334	2
335	0
336	85
337	21
338	25
339	1
340	4
341	0
342	7
343	31
344	78
346	12
347	90
348	19
349	5
350	0
351	0
352	5
353	0
354	15
355	0
356	0
357	72
358	2
359	1
360	39
361	4
362	3
363	33
364	2
365	1
366	9
367	44
368	1
369	0
370	4
371	4
372	31
373	20
374	18
375	0
376	28
377	2
378	17
379	0
380	3
381	4
382	1
383	0
384	8
385	264
386	1
387	26
388	0
389	448
390	33
391	4
392	0
393	15
394	15
395	1
396	0
397	18
398	18
399	2
400	11
401	20
402	6
403	15
404	167
405	83
406	15
407	235
408	4
409	47
410	7
411	37
412	0
413	33
414	0
415	14
416	6
418	2
419	9
420	6
421	1
422	0
423	0
424	1
425	5
426	15
427	1
428	3
429	8
430	2
431	20
432	10
433	1
434	135
435	6
436	2
437	19
438	1
439	18
440	3
441	7
442	1
443	3
444	18
445	3
446	0
447	11
448	3
450	0
451	515
452	0
453	4
454	16
455	266
456	6
457	9
458	0
460	22
461	53
463	53
465	11
466	2
467	7
468	1
469	1
470	4
471	3
472	6
473	1
474	4
475	9
476	11
477	9
478	20
479	13
480	1
481	32
483	7
484	12
485	72
487	10
488	6
489	6
490	0
491	4
492	1
493	1
494	0
495	3
496	0
497	0
498	37
499	34
500	21
501	8
502	0
503	2
504	2
505	0
506	8
508	1
509	0
510	1
511	0
512	2
513	116
514	4
515	3
516	43
517	0
518	7
519	2
520	0
521	0
522	0
523	2
524	0
525	1
526	0
527	28
528	4
529	0
530	0
531	0
532	0
533	5
534	146
535	3
536	0
537	15
538	32
539	88
540	49
541	7
542	0
543	4
544	4
545	36
546	6
547	0
548	3
549	10
550	5
551	3
552	0
553	1
554	12
555	0
556	0
557	2
558	60
559	2
560	1
561	14
562	0
563	13
564	4
565	110
566	10
567	0
568	350
569	7
570	1
571	0
572	0
573	0
574	0
575	29
576	0
577	1
578	9
579	9
580	1
581	0
582	5
583	3
584	8
585	3
586	7
587	32
588	6
589	13
590	17
591	4
592	31
593	7
594	0
595	18
596	0
597	3
598	92
599	0
600	7
601	40
602	2
603	12
604	12
605	0
606	14
607	187
608	0
609	11
610	6
611	0
612	3
613	1
614	2
615	1
616	3
617	3
618	3
619	148
620	0
621	4
622	76
623	4
624	55
625	0
626	1
627	13
628	85
629	22
630	6
631	3
632	1
633	8
634	0
635	5
636	41
637	0
638	8
639	0
640	0
641	6
642	0
643	118
644	82
645	13
646	1
647	2
648	11
649	0
650	1
651	4
652	1
653	33
654	81
655	62
656	7
657	16
658	5
659	11
660	0
661	39
662	11
663	3
665	0
666	3
667	0
668	4
669	11
670	0
671	4
672	2
673	92
674	15
675	3
676	3
677	0
678	0
679	3
680	86
681	2
682	12
683	6
684	3
685	10
686	351
687	2
688	0
689	1
690	10
691	95
692	0
693	0
694	0
695	128
696	1
697	13
698	6
699	3
700	2
701	14
702	0
703	8
704	2
705	7
706	0
707	99
708	17
709	7
710	5
711	181
712	13
713	51
714	0
715	0
716	41
718	5
719	6
720	143
721	6
722	46
723	3
724	7
725	1
726	0
727	1
728	0
729	121
730	8
732	14
733	1
734	32
735	0
736	6
737	3
738	0
739	2
740	0
741	11
742	0
743	0
744	0
745	0
746	1
747	0
