1	75
2	0
4	3
5	1
6	0
7	1
8	1
9	1
10	5
12	0
13	0
14	5
15	68
16	0
17	1
18	122
19	7
20	44
21	0
22	162
23	4
24	0
25	0
26	1
27	1
28	0
29	0
30	2
31	5
32	1
33	0
34	0
35	3
36	0
37	1
38	7
39	3
40	3
41	0
42	0
43	0
44	0
45	3
46	0
47	2
48	0
49	18
50	1
51	0
52	77
53	0
54	6
55	0
56	4
57	8
58	14
59	0
60	3
61	57
62	18
63	11
64	11
65	1
66	44
67	450
68	0
69	0
70	3
71	3
72	1
73	33
74	16
76	18
77	2
78	35
79	1
80	3
81	0
82	22
83	1
84	6
85	19
86	4
87	3
88	0
89	0
90	1
91	13
92	22
93	0
94	7
95	8
96	0
97	1
98	7
99	0
100	0
101	0
102	1
103	15
104	8
105	0
106	0
107	0
108	0
109	2
110	4
111	0
112	132
113	0
114	4
115	0
116	0
117	38
118	1
119	0
120	1
121	0
122	0
123	0
124	3
125	8
126	2
128	1
129	0
130	26
131	1
132	1
133	31
134	14
135	12
136	3
137	52
138	4
139	0
140	4
141	2
142	26
143	12
144	54
145	38
146	0
147	1
148	7
149	0
150	202
151	0
152	15
153	7
154	2
155	3
156	2
157	3
158	2
159	40
160	5
161	0
162	16
163	7
164	4
165	0
166	0
167	3
168	1
169	7
170	0
171	266
172	12
173	0
174	0
175	0
176	47
177	3
178	6
179	0
180	2
181	2
182	0
183	6
184	4
185	3
186	2
187	0
188	1
189	0
190	2
191	5
192	7
193	0
194	6
195	0
196	16
197	0
198	22
199	1
200	3
201	20
202	150
203	4
204	3
205	5
206	43
207	1
208	1
209	0
210	0
211	9
212	52
213	1
215	14
216	53
217	0
218	0
219	0
220	1
221	0
222	84
223	0
224	0
225	11
226	0
227	39
228	0
229	19
230	13
231	28
232	1
233	1
234	55
235	1
236	7
237	0
238	4
239	0
240	33
241	7
242	1
243	1
244	0
246	128
247	0
248	1
249	0
250	7
251	170
252	0
253	1
254	10
255	3
256	4
257	27
258	0
259	3
260	0
261	7
262	0
263	1
264	0
265	13
266	0
267	36
268	0
269	3
270	16
271	2
272	0
273	12
274	1
275	3
276	6
277	0
278	34
279	1
280	0
281	1
282	36
283	4
284	7
285	7
286	1
287	9
288	0
289	1
290	16
291	0
292	0
293	1
294	3
295	1
296	50
297	14
298	62
299	2
300	0
301	35
302	2
303	1
304	3
305	96
306	46
307	0
308	8
309	2
310	0
311	7
312	1
313	6
314	0
315	23
316	70
317	33
318	13
319	2
320	12
321	1
322	1
323	23
324	4
325	0
326	33
327	45
328	1
329	0
331	23
332	1
333	97
334	0
335	0
336	81
337	5
338	40
339	0
340	2
341	0
342	15
343	34
344	21
346	22
347	27
348	29
349	4
350	1
351	0
352	2
353	0
354	18
355	0
356	0
357	11
358	2
359	1
360	90
361	0
362	0
363	80
364	0
365	3
366	0
367	5
368	8
369	0
370	0
371	1
372	330
373	12
374	27
375	2
376	0
377	3
378	41
379	0
380	1
381	3
382	4
383	2
384	12
385	190
386	4
387	109
388	4
389	311
390	1
391	1
392	20
393	3
394	17
395	2
396	0
397	34
398	16
399	8
400	18
401	5
402	0
403	4
404	45
405	100
406	151
407	420
408	0
409	197
410	4
411	200
412	3
413	39
414	0
415	4
416	2
418	6
419	3
420	2
421	0
422	0
423	2
424	0
425	7
426	18
427	2
428	1
429	11
430	2
431	4
432	7
433	4
434	162
435	9
436	1
437	12
438	0
439	189
440	9
441	3
442	0
443	0
444	17
445	5
446	0
447	2
448	22
450	1
451	927
452	0
453	7
454	7
455	153
456	1
457	10
458	0
460	14
461	57
463	94
465	61
466	0
467	4
468	0
469	0
470	6
471	3
472	1
473	3
474	3
475	6
476	30
477	4
478	1
479	1
480	7
481	24
483	4
484	41
485	185
487	13
488	1
489	2
490	0
491	4
492	0
493	0
494	0
495	2
496	1
497	23
498	3
499	55
500	36
501	0
502	0
503	0
504	1
505	1
506	27
508	1
509	0
510	0
511	1
512	3
513	20
514	59
515	7
516	30
517	2
518	1
519	1
520	0
521	0
522	0
523	4
524	0
525	0
526	0
527	55
528	5
529	0
530	0
531	0
532	0
533	6
534	124
535	4
536	0
537	1
538	16
539	75
540	37
541	1
542	0
543	2
544	5
545	55
546	0
547	1
548	3
549	6
550	7
551	12
552	1
553	0
554	10
555	0
556	0
557	0
558	74
559	1
560	1
561	62
562	1
563	432
564	1
565	141
566	1
567	1
568	133
569	66
570	3
571	0
572	0
573	0
574	0
575	30
576	0
577	1
578	8
579	3
580	0
581	1
582	0
583	0
584	6
585	0
586	10
587	628
588	0
589	6
590	32
591	10
592	10
593	5
594	0
595	1
596	1
597	2
598	44
599	1
600	13
601	83
602	28
603	12
604	6
605	0
606	2
607	61
608	0
609	10
610	9
611	0
612	1
613	0
614	22
615	3
616	6
617	2
618	7
619	100
620	0
621	0
622	29
623	4
624	189
625	0
626	3
627	19
628	265
629	14
630	9
631	2
632	0
633	1
634	3
635	46
636	73
637	0
638	20
639	1
640	1
641	24
642	0
643	668
644	134
645	27
646	13
647	0
648	5
649	0
650	1
651	0
652	1
653	7
654	50
655	183
656	29
657	13
658	10
659	37
660	0
661	35
662	1
663	0
665	0
666	0
667	1
668	31
669	12
670	0
671	8
672	0
673	237
674	5
675	1
676	19
677	0
678	1
679	0
680	19
681	3
682	10
683	0
684	0
685	5
686	285
687	5
688	0
689	3
690	11
691	124
692	0
693	2
694	0
695	171
696	0
697	19
698	7
699	0
700	1
701	0
702	0
703	3
704	0
705	12
706	16
