1	7
2	0
4	30
5	1
6	1
7	4
8	0
9	10
10	11
12	3
13	1
14	1
15	61
16	0
17	0
18	40
19	21
20	25
21	3
22	36
23	3
24	0
25	0
26	3
27	0
28	0
29	10
30	1
31	2
32	3
33	0
34	5
35	11
36	0
37	0
38	0
39	2
40	0
41	5
42	0
43	2
44	3
45	0
46	0
47	0
48	3
49	46
50	5
51	0
52	80
53	1
54	5
55	0
56	17
57	6
58	11
59	0
60	1
61	20
62	16
63	5
64	9
65	11
66	31
67	358
68	5
69	0
70	0
71	28
72	1
73	18
74	4
76	15
77	3
78	27
79	8
80	8
81	3
82	69
83	1
84	9
85	4
86	10
87	12
88	3
89	0
90	4
91	13
92	12
93	0
94	6
95	13
96	4
97	2
98	8
99	0
100	2
101	0
102	4
103	20
104	6
105	0
106	0
107	0
108	0
109	15
110	4
111	1
112	67
113	1
114	0
115	0
116	5
117	35
118	4
119	1
120	0
121	6
122	6
123	2
124	1
125	16
126	4
128	16
129	0
130	36
131	1
132	2
133	21
134	28
135	36
136	2
137	92
138	6
139	0
140	21
141	8
142	10
143	10
144	161
145	22
146	0
147	3
148	3
149	1
150	166
151	0
152	8
153	3
154	15
155	6
156	1
157	3
158	1
159	34
160	4
161	5
162	17
163	7
164	28
165	0
166	0
167	10
168	2
169	4
170	4
171	400
172	6
173	0
174	1
175	0
176	57
177	13
178	4
179	3
180	0
181	1
182	0
183	3
184	2
185	15
186	8
187	1
188	1
189	0
190	4
191	5
192	2
193	1
194	20
195	2
196	5
197	3
198	4
199	7
200	4
201	40
202	343
203	3
204	1
205	6
206	4
207	0
208	0
209	0
210	0
211	9
212	52
213	2
215	11
216	25
217	0
218	0
219	2
220	2
221	0
222	32
223	0
224	0
225	7
226	0
227	118
228	0
229	14
230	13
231	2
232	2
233	10
234	52
235	0
236	9
237	5
238	1
239	4
240	12
241	13
242	0
243	0
244	1
246	89
247	1
248	0
249	0
250	6
251	98
252	0
253	6
254	44
255	8
256	1
257	55
258	0
259	12
260	0
261	5
262	0
263	7
264	2
265	6
266	2
267	25
268	0
269	11
270	11
271	2
272	0
273	9
274	4
275	2
276	3
277	0
278	71
279	4
280	2
281	3
282	19
283	1
284	11
285	2
286	3
287	22
288	2
289	7
290	17
291	0
292	0
293	1
294	7
295	0
296	23
297	23
298	43
299	0
300	0
301	73
302	2
303	2
304	0
305	164
306	54
307	0
308	29
309	1
310	0
311	6
312	1
313	1
314	1
315	26
316	134
317	56
318	44
319	9
320	25
321	1
322	7
323	27
324	2
325	4
326	25
327	37
328	3
329	3
331	17
332	1
333	100
334	2
335	0
336	103
337	21
338	30
339	1
340	4
341	0
342	8
343	34
344	87
346	12
347	91
348	22
349	5
350	0
351	0
352	5
353	0
354	16
355	0
356	0
357	76
358	2
359	1
360	48
361	4
362	3
363	34
364	2
365	1
366	9
367	44
368	1
369	0
370	4
371	4
372	41
373	22
374	21
375	0
376	28
377	2
378	18
379	0
380	3
381	4
382	1
383	0
384	9
385	285
386	1
387	34
388	0
389	486
390	33
391	4
392	0
393	16
394	20
395	1
396	0
397	34
398	18
399	2
400	18
401	22
402	6
403	18
404	181
405	91
406	18
407	295
408	4
409	48
410	8
411	39
412	1
413	33
414	0
415	14
416	6
418	2
419	9
420	6
421	1
422	0
423	0
424	1
425	6
426	15
427	1
428	3
429	14
430	2
431	22
432	10
433	1
434	164
435	6
436	2
437	20
438	1
439	18
440	3
441	8
442	1
443	3
444	19
445	3
446	0
447	12
448	4
450	0
451	567
452	0
453	4
454	19
455	296
456	6
457	15
458	0
460	23
461	64
463	66
465	11
466	2
467	7
468	1
469	1
470	4
471	3
472	6
473	1
474	4
475	9
476	11
477	9
478	20
479	13
480	1
481	43
483	7
484	13
485	89
487	11
488	6
489	6
490	0
491	4
492	1
493	1
494	0
495	3
496	0
497	0
498	38
499	38
500	27
501	8
502	0
503	2
504	2
505	0
506	10
508	1
509	0
510	1
511	0
512	2
513	123
514	5
515	3
516	47
517	0
518	7
519	2
520	0
521	0
522	0
523	2
524	0
525	1
526	0
527	28
528	4
529	0
530	0
531	0
532	0
533	9
534	173
535	3
536	0
537	15
538	37
539	106
540	51
541	7
542	0
543	4
544	4
545	36
546	6
547	0
548	3
549	10
550	5
551	3
552	0
553	1
554	12
555	0
556	0
557	2
558	64
559	2
560	1
561	15
562	0
563	18
564	4
565	119
566	10
567	0
568	367
569	7
570	1
571	0
572	0
573	0
574	0
575	30
576	0
577	1
578	9
579	9
580	1
581	0
582	5
583	3
584	9
585	3
586	7
587	35
588	6
589	13
590	18
591	6
592	32
593	7
594	0
595	19
596	0
597	3
598	103
599	0
600	7
601	41
602	2
603	12
604	12
605	0
606	15
607	200
608	0
609	11
610	6
611	0
612	3
613	1
614	2
615	1
616	3
617	3
618	3
619	167
620	0
621	4
622	82
623	4
624	62
625	0
626	1
627	13
628	96
629	22
630	7
631	3
632	1
633	8
634	0
635	5
636	47
637	0
638	8
639	0
640	0
641	7
642	0
643	125
644	98
645	13
646	1
647	2
648	11
649	0
650	1
651	4
652	1
653	36
654	88
655	73
656	7
657	16
658	5
659	12
660	0
661	40
662	12
663	3
665	0
666	3
667	0
668	4
669	11
670	0
671	6
672	2
673	94
674	17
675	3
676	3
677	0
678	1
679	3
680	94
681	2
682	12
683	6
684	3
685	10
686	378
687	2
688	0
689	1
690	10
691	127
692	0
693	0
694	0
695	176
696	1
697	13
698	7
699	3
700	2
701	14
702	0
703	9
704	2
705	7
706	0
707	113
708	19
709	7
710	5
711	195
712	15
713	63
714	0
715	0
716	54
718	5
719	7
720	149
721	6
722	46
723	3
724	7
725	1
726	0
727	1
728	0
729	153
730	8
732	14
733	1
734	41
735	0
736	7
737	3
738	0
739	2
740	0
741	11
742	0
743	0
744	0
745	0
746	1
747	0
